Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;OSASCO;FORT-GAS COMERCIO LTDA; 40.884.335/0001-34;AVENIDA SPORT CLUB CORINTHIANS PAULISTA;2800;;BUSSOCABA;06132-380;GLP;27/04/2026;114,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VIP RIO PRETO LTDA; 08.261.340/0001-88;AVENIDA MIRASSOLANDIA;200;;JARDIM MUGNAINI;15045-375;GLP;29/04/2026;129;;R$ / 13 kg;BRANCA
NE;CE;CAUCAIA;C4 COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 16.704.423/0001-22;AVENIDA AIRTON SENNA;983;;ARIANOPOLIS;61656-030;GLP;28/04/2026;109,99;;R$ / 13 kg;COPA ENERGIA
CO;GO;APARECIDA DE GOIANIA;GOIAS III SERVICE LTDA; 36.704.739/0001-21;RUA X 12;SN;QUADRA23                  LOTE  18;AMERICAN PARK;74953-130;GLP;28/04/2026;110;;R$ / 13 kg;BRANCA
SE;MG;ALFENAS;MAGLIONI RIBEIRO & CIA LTDA; 21.414.958/0025-76;AVENIDA GOVERNADOR VALADARES;800;;JARDIM SAO CARLOS;37137-160;GLP;30/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;AUTO POSTO LARANJEIRAS LTDA; 31.170.037/0001-91;RUA BARAO DO RIO BRANCO;689;QUADRA15                  LOTE  5/7                 LOTE  PQ LARANJEIRAS;FLORES;69058-581;GLP;28/04/2026;126;;R$ / 13 kg;FOGAS
SE;SP;PORTO FERREIRA;CIA. DO GAS DE PORTO FERREIRA LTDA; 41.112.033/0001-00;AVENIDA PROFESSOR HENRIQUE DA MOTTA FONSECA JUNIOR;1281;;VILA DANIEL;13660-158;GLP;29/04/2026;108;;R$ / 13 kg;BRANCA
NE;CE;JUAZEIRO DO NORTE;M. PEREIRA DE SOUZA; 41.894.873/0001-72;RUA POETA JOSE MERGULHAO DE SOUZA;166;;FREI DAMIAO;63043-190;GLP;28/04/2026;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;CAETITE;MV COMERCIO DE GAS LTDA; 40.554.417/0001-10;AVENIDA PREFEITO DACIO OLIVEIRA;75;;CENTRO;46400-000;GLP;29/04/2026;105;;R$ / 13 kg;BRANCA
NE;BA;GUANAMBI;NOSSO GAS COMERCIO DE GAS LTDA; 36.328.301/0001-96;AVENIDA BARAO DO RIO BRANCO;698;;SAO FRANCISCO;46430-000;GLP;27/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;SAO GONCALO;AMSTERDA REVENDA DE GLP LTDA; 31.889.382/0001-80;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;SN;AREA C;LINDO PARQUE;24420-006;GLP;29/04/2026;105;;R$ / 13 kg;COPA ENERGIA
SE;SP;LIMEIRA;CLEIA FORTE GAS LTDA; 30.213.709/0002-17;AVENIDA LARANJEIRAS;2415;;JARDIM ELISA FUMAGALLI;13485-254;GLP;28/04/2026;99,99;;R$ / 13 kg;LIQUIGÁS
N;TO;PORTO NACIONAL;PAULO ALEXANDRE OLIVEIRA LUSTOSA LTDA; 41.369.005/0001-73;AVENIDA PORTO IMPERIAL;S/N;QUADRA37                  LOTE  01;JARDIM AMERICA;77500-000;GLP;28/04/2026;125;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;ITAMARAJU;M. DE JESUS MELO GAS E AGUA; 40.799.703/0001-46;RUA ITAPEBI;95;;CRISTO REDENTOR;45836-000;GLP;29/04/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;TERESINA;J CESAR DA CRUZ E SILVA; 16.888.952/0002-04;AVENIDA HENRY WALL DE CARVALHO;10863;LOTE  PARQUE DOS SONHOS;ANGELIM;64034-278;GLP;30/04/2026;100;;R$ / 13 kg;COPA ENERGIA
S;SC;MAFRA;SOUZA GAS LTDA; 42.478.337/0001-59;RUA SAO JOAO MARIA;796;;CENTRO II ALTO DE MAFRA;89300-076;GLP;27/04/2026;115;;R$ / 13 kg;COPA ENERGIA
SE;SP;GUARULHOS;GONCALVES COMERCIO DE GAS EIRELI; 41.771.061/0001-30;AVENIDA ARMANDO BEI;545;;VILA NOVA BONSUCESSO;07175-000;GLP;30/04/2026;110;;R$ / 13 kg;CONSIGAZ
CO;MT;CUIABA;ANDRE GUILHERME PEREIRA DE CAMPOS; 41.921.007/0001-23;RUA GENERAL CAMISAO;63;;DOM AQUINO;78015-130;GLP;27/04/2026;130;;R$ / 13 kg;COPA ENERGIA
SE;SP;VOTUPORANGA;AUTO POSTO ESTAÇÃO VOTUPORANGA LTDA; 36.362.643/0001-22;RUA JOSE FERREIRA VIEIRA NETO;1839;;ESTACAO;15501-340;GLP;27/04/2026;115;;R$ / 13 kg;ULTRAGAZ
SE;ES;SERRA;HENRIQUE KALKE 09203918779; 16.542.461/0001-26;RUA JACARAIPE;2;FUNDOS;VALPARAISO;29165-819;GLP;28/04/2026;110;;R$ / 13 kg;BRANCA
NE;AL;ARAPIRACA;VIEIRA & RIBEIRO GAS LTDA; 03.858.733/0009-07;AVENIDA MUNIZ FALCAO;379;;SAO LUIZ;57301-381;GLP;27/04/2026;110;;R$ / 13 kg;LIQUIGÁS
NE;PE;SANTA CRUZ DO CAPIBARIBE;MATEUS E MARIA COMERCIO DE GAS E AGUA LTDA; 41.888.523/0001-01;AVENIDA WANDERBILT DIAS BEZERRA;498;GARAGE.;BELA VISTA;55195-593;GLP;30/04/2026;110;;R$ / 13 kg;BRANCA
CO;GO;VALPARAISO DE GOIAS;A  G  DE  ABRANTE FILHO; 31.549.054/0001-34;RUA 17;S/N;QUADRA15                  LOTE  17;JARDIM ORIENTE;72870-259;GLP;29/04/2026;105;;R$ / 13 kg;COPA ENERGIA
CO;MT;RONDONOPOLIS;MATO GROSSO DISTRIBUIDORA DE GAS LTDA; 05.131.759/0029-28;AVENIDA BARAO DO RIO BRANCO;350;QUADRA8                   LOTE  1                         SECAO 128           CONJ  JD RES DONA NEUMA;JARDIM RESIDENCIAL MATHIAS NEVES;78716-442;GLP;30/04/2026;135;;R$ / 13 kg;BRANCA
SE;SP;IBITINGA;CHAMA GAS IBITINGA LTDA; 42.675.360/0001-33;RUA JOSE JOAO BASILIO;440;;JARDIM DAS PAINEIRAS I;14948-086;GLP;28/04/2026;115;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA; 04.957.650/0011-52;AVENIDA ARQUITETO JOSE HENRIQUES BENTO RODRIGUES;3723;;SANTA ETELVINA;69059-800;GLP;28/04/2026;123;;R$ / 13 kg;AMAZONGÁS
S;PR;CORNELIO PROCOPIO;FORTE GAS COMERCIO E TRANSPORTES LTDA; 36.904.786/0001-19;RUA WILSON DE BARROS GATTI;10;;CONJUNTO FORTUNATO SIBIM;86300-000;GLP;30/04/2026;125;;R$ / 13 kg;BRANCA
NE;MA;PINHEIRO;GAS UNIAO LTDA; 42.152.071/0001-50;RUA LUIS DOMINGUES;1044;;CENTRO;65200-000;GLP;27/04/2026;130;;R$ / 13 kg;BRANCA
SE;SP;FRANCA;DEPOSITO DE GAS HERNANDES LTDA; 42.094.736/0001-16;AVENIDA MARGARIDA FORNAZIER CARDOSO DE OLIVEIRA;450;;JARDIM TROPICAL;14407-050;GLP;30/04/2026;109,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MS;CAMPO GRANDE;RJ GAS LTDA; 41.239.221/0001-02;RUA VARZEA GRANDE;133;;VILA MARGARIDA;79023-180;GLP;27/04/2026;100;;R$ / 13 kg;COPA ENERGIA
SE;SP;ITAQUAQUECETUBA;I. SANTANA NASCIMENTO; 41.884.212/0001-66;ESTRADA DO CAMPO LIMPO;1622;;JARDIM DO VALE;08595-500;GLP;30/04/2026;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO JOSE DO RIO PRETO;QUEIROZ E SILVA COMERCIO DE GAS E AGUA MINERAL LTDA; 41.825.846/0001-48;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS;830;;JARDIM SUZANA;15050-500;GLP;29/04/2026;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARACATUBA;CRISTIANE RAMOS ROSSETTO LTDA; 43.002.707/0001-40;RUA MARCILIO DIAS;1634;;BOA VISTA;16074-150;GLP;28/04/2026;112;;R$ / 13 kg;ULTRAGAZ
CO;MT;CACERES;DISTRIBUIDORA EXCELENCIA CANUTO LTDA; 33.768.064/0001-96;RUA DOS EXPEDICIONARIOS;295;;CENTRO;78210-274;GLP;27/04/2026;125;;R$ / 13 kg;COPA ENERGIA
SE;MG;ITUIUTABA;PARDAL GAS LTDA; 36.372.161/0002-34;RUA JOAO QUIRINO DE MORAIS;378;;PLATINA;38307-056;GLP;27/04/2026;115;;R$ / 13 kg;CONSIGAZ
CO;MS;CAMPO GRANDE;AUTO POSTO DO PARQUE LTDA; 21.424.594/0001-38;AVENIDA MATO GROSSO;5757;": CANTEIRO CENTRAL;";CARANDA BOSQUE;79031-001;GLP;27/04/2026;120;;R$ / 13 kg;ULTRAGAZ
SE;MG;BOM DESPACHO;TUBARAO COMERCIO DE GAS E AGUA LTDA; 43.167.589/0001-20;AVENIDA SANDOVAL MESQUITA;765;;SANTA LUCIA;35636-212;GLP;30/04/2026;100;;R$ / 13 kg;COPA ENERGIA
CO;MT;CUIABA;CLAUDEMIR RODRIGUES DA SILVA ME; 17.044.118/0001-14;RUA CENTO E QUATRO;2;QUADRA08                  SETOR 01;TIJUCAL;78088-065;GLP;28/04/2026;125;;R$ / 13 kg;BRANCA
SE;ES;VITORIA;TOP GAS COMERCIO E SERVICO LTDA; 42.505.009/0001-02;AVENIDA PAULINO MULLER;1031;;JUCUTUQUARA;29040-715;GLP;27/04/2026;98;;R$ / 13 kg;BRANCA
N;PA;MARABA;A. FERREIRA LEITE; 39.818.482/0001-27;AVENIDA FOLHA 18 QUADRA 06 LOTE 11 A;SN;;NOVA MARABA;68508-970;GLP;28/04/2026;115;;R$ / 13 kg;BAHIANA
SE;RJ;MARICA;CACIQUE DE MARICA COMERCIO VAREJISTA DE GAS GLP LTDA; 35.884.807/0001-19;AVENIDA VEREADOR FRANCISCO SABINO DA COSTA;1048;LOTE  LOTEAMTO SAO JOAQUIMQUADRA000A                LOTE  0002;CENTRO;24900-100;GLP;30/04/2026;92;;R$ / 13 kg;COPA ENERGIA
S;PR;FOZ DO IGUACU;NORTE COMERCIO DE GAS LTDA; 39.321.795/0001-75;AVENIDA JORGE INACIO FRANCO;291;;PORTO BELO;85867-619;GLP;30/04/2026;100;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO PARQUE DA LIBERDADE LTDA; 31.847.735/0001-89;AVENIDA JOSE DA SILVA SE;2207;;CONDOMINIO RESIDENCIAL PARQUE DA LIBERDADE I;15056-750;GLP;29/04/2026;130;;R$ / 13 kg;ULTRAGAZ
SE;MG;CONTAGEM;SUPRI COMERCIO DE GAS E AGUA LTDA; 37.647.371/0001-70;RUA SANTA MARIA;1291;;PEDRA AZUL;32183-180;GLP;29/04/2026;106,99;;R$ / 13 kg;ULTRAGAZ
S;RS;GUAIBA;ANDER-GAS COMERCIO DE GAS LTDA; 37.470.722/0001-10;AVENIDA MARECHAL CASTELO BRANCO;3250;;COLINA;92700-425;GLP;29/04/2026;112;;R$ / 13 kg;ULTRAGAZ
SE;MG;OLIVEIRA;PAULO VITOR DOS SANTOS ALVES - AGUA E GAS; 42.917.140/0001-79;RUA TEOFILO FIRMINO DA SILVA;145;;JARDINS;35540-000;GLP;30/04/2026;120;;R$ / 13 kg;BRANCA
NE;PI;PICOS;GAS ALAIANE LTDA; 23.540.186/0009-24;AVENIDA SENADOR HELVIDIO NUNES;1041;;CATAVENTO;64607-160;GLP;30/04/2026;113;;R$ / 13 kg;COPA ENERGIA
SE;SP;IBITINGA;JANIRA APARECIDA GONCALVES SESTARE; 28.688.962/0002-85;AVENIDA ENGENHEIRO IVANIL FRANCISCHINI;80347;;JARDIM DAS PAINEIRAS;14948-070;GLP;28/04/2026;110;;R$ / 13 kg;BRANCA
S;RS;SAPIRANGA;ABASTECEDORA DE COMBUSTIVEIS DA 20 LTDA; 31.365.145/0002-09;AVENIDA JOAO CORREA;1718;;CENTRO;93800-014;GLP;30/04/2026;115;;R$ / 13 kg;ULTRAGAZ
S;RS;PORTO ALEGRE;CALDWELL COMERCIO DE GAS LTDA; 43.104.527/0001-79;RUA GENERAL CALDWELL;910;;MENINO DEUS;90130-050;GLP;28/04/2026;135;;R$ / 13 kg;COPA ENERGIA
SE;RJ;NOVA IGUACU;MESQUITA COMERCIO VAREJISTA DE GAS LTDA; 42.133.383/0001-16;ESTRADA LUIS LEMOS;1717;QUADRAA                   LOTE  1;CARMARI;26022-140;GLP;27/04/2026;90;;R$ / 13 kg;BRANCA
SE;SP;CARAGUATATUBA;LUCIANA VALE DE PAULA; 24.523.898/0002-21;AVENIDA JOSE HERCULANO;6985;FUNDOSEDICULA;JARDIM PORTO NOVO;11667-000;GLP;30/04/2026;110;;R$ / 13 kg;LIQUIGÁS
SE;MG;UBERLANDIA;JACSON BRUNO COUTINHO; 13.843.667/0001-06;RUA FERRADOR;12;;MORUMBI (C - LOTEAMENTO);38407-282;GLP;01/05/2026;99,99;;R$ / 13 kg;ULTRAGAZ
NE;BA;SERRINHA;LUIZ N C NOVAIS COMERCIO DE GAS E TRANSPORTES LTDA.; 15.172.679/0003-35;AVENIDA DEP MANOEL NOVAES;1148;;RODAGEM;48700-000;GLP;29/04/2026;135;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;CAXIAS DO SUL;AUTO POSTO COMBOIO LTDA; 90.011.305/0009-49;RUA JACOB LUCHESI;2111;SALA  01;SANTA CATARINA;95032-000;GLP;27/04/2026;130;;R$ / 13 kg;LIQUIGÁS
NE;PI;PIRIPIRI;F O ARRUDA LTDA; 06.119.163/0001-74;AVENIDA JOAO BANDEIRA MONTE;55;;CENTRO;64260-000;GLP;27/04/2026;137,99;;R$ / 13 kg;BRANCA
SE;MG;ALFENAS;GILBERTO VITOR FILOMENO LOPES; 43.707.705/0001-56;RUA PLINIO LEITE DA SILVA;640;ESCRITORIO;JARDIM BOA ESPERANCA;37135-196;GLP;30/04/2026;100;;R$ / 13 kg;BRANCA
SE;ES;GUARAPARI;ELIZABETH CRISTINA BASTOS E OLIVEIRA SILVA; 39.920.432/0001-56;AVENIDA GOVERNADOR JONES DOS SANTOS NEVES;725;QUADRA17                  LOTE  P/16;FATIMA CIDADE JARDIM;29212-215;GLP;30/04/2026;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SAPUCAIA DO SUL;L.G.M COMERCIO DE FERRAGENS E FERRAMENTAS LTDA; 38.650.583/0001-79;AVENIDA RUBEM BERTA;812;;CENTRO;93216-430;GLP;27/04/2026;118;;R$ / 13 kg;LIQUIGÁS
NE;BA;BARREIRAS;MARINHO S COMERCIO VAREJISTA DE GAS E AGUA LTDA; 39.609.731/0001-74;RUA JOAQUIM NETO;695;;VILA BRASIL;47801-028;GLP;28/04/2026;135;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;J G T COMERCIO DE GAS LTDA; 42.311.665/0001-66;QUADRA QSC 19 CHACARA 25 CONJUNTO B LOTE;3;LOJA A;TAGUATINGA SUL (TAGUATINGA);72017-287;GLP;27/04/2026;104,99;;R$ / 13 kg;ULTRAGAZ
NE;SE;NOSSA SENHORA DO SOCORRO;THIAGO VIEIRA SANTOS REVENDEDOR DE GAS LTDA; 42.716.509/0001-85;AVENIDA VEREADOR JOAO DIAS DA CRUZ;490;;CENTRO HISTORICO;49150-090;GLP;27/04/2026;117;;R$ / 13 kg;BAHIANA
NE;MA;SAO JOSE DE RIBAMAR;AUTO POSTO MARANHENSE DERIVADOS DE PETROLEO LTDA.; 02.961.420/0001-60;ESTRADA DE RIBAMAR (MA-201);43;"KM: 05;";VILA KIOLA;65110-000;GLP;28/04/2026;129;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;HANDERSON LUCAS ANDRADE SALES; 39.672.312/0001-87;RUA JARUA;26;;CIDADE NOVA;69090-331;GLP;28/04/2026;123;;R$ / 13 kg;AMAZONGÁS
N;RO;PIMENTA BUENO;V.S. DA SILVA COMERCIO DE ALIMENTOS; 23.148.508/0002-18;AVENIDA CARLOS DORNEJE;27;;BNH I;76970-000;GLP;27/04/2026;142;;R$ / 13 kg;FOGAS
SE;MG;ITUIUTABA;MINI MERCADO MEDEIROS LTDA; 19.411.164/0005-63;RUA VINTE E SEIS;1751;;CENTRO;38300-080;GLP;27/04/2026;105;;R$ / 13 kg;ULTRAGAZ
SE;SP;ADAMANTINA;UNIAO GAS E AGUA ADAMANTINA LTDA; 41.303.602/0001-03;AVENIDA MARECHAL CASTELO BRANCO;201;;VILA JAMIL DE LIMA;17800-000;GLP;29/04/2026;109;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0024-84;AVENIDA ARQUITETO JOSE HENRIQUES B. RODRIGUES;1835;LOTE  RIO PIORINI;COLONIA TERRA NOVA;69015-615;GLP;28/04/2026;125;;R$ / 13 kg;BRANCA
NE;PE;RECIFE;VERONILDO ANGELO DO NASCIMENTO OLIVEIRA DEPOSITO GAS EIRELI; 42.558.012/0001-86;AVENIDA PROFESSOR JOSE DOS ANJOS;42;.;CAMPO GRANDE;52040-450;GLP;30/04/2026;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;FRANCISCO BELTRAO;VILA NOVA COMERCIO DE GAS LTDA; 38.407.013/0001-52;AVENIDA UNIAO DA VITORIA;490;;VILA NOVA;85605-040;GLP;30/04/2026;125;;R$ / 13 kg;ULTRAGAZ
NE;PI;TERESINA;A & R MACEDO COMERCIO DE GAS LTDA; 42.177.108/0001-02;RUA SIMPLICIO MENDES;1127;;VERMELHA;64018-510;GLP;30/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SAPIRANGA;FCM COMERCIAL DE GAS LTDA; 10.741.750/0002-59;RUA LONDRES;15;;OESTE;93804-070;GLP;30/04/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;CAMPINA GRANDE;G G CAVALCANTI; 43.594.673/0001-20;AVENIDA CONSUL JOSEPH NOUJAIM HABIB NACAD;1830;;CATOLE;58410-260;GLP;29/04/2026;105;;R$ / 13 kg;BAHIANA
NE;PE;CABO DE SANTO AGOSTINHO;JOEL F DA SILVA GLP; 43.190.043/0001-90;RUA DOS CLARINS;125;;PONTEZINHA;54589-215;GLP;27/04/2026;105;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;GASBOM IPIRANGA COMERCIO DE GAS LTDA; 40.988.216/0001-21;RUA BOM PASTOR;463;;IPIRANGA;04203-050;GLP;27/04/2026;125;;R$ / 13 kg;CONSIGAZ
SE;SP;COTIA;M M COMERCIO DE ACESSORIOS GAS E AGUA LTDA; 43.631.224/0001-04;AVENIDA DOS TOUREIROS;102;;PARQUE MIGUEL MIRISOLA;06702-300;GLP;01/05/2026;114,99;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0017-55;AVENIDA ALVARO BOTELHO MAIA;5;;PRESIDENTE VARGAS;69025-080;GLP;27/04/2026;125;;R$ / 13 kg;BRANCA
SE;SP;ITAQUAQUECETUBA;FERNANDO APARECIDO DE ALCANTARA PEREIRA; 40.571.189/0001-97;ESTRADA PEDRO DA CUNHA ALBUQUERQUE LOPES;1873;;PEROBAL;08584-584;GLP;30/04/2026;94,99;;R$ / 13 kg;BRANCA
NE;BA;VALENCA;FRAMEL COMERCIO VAREJISTA DE GAS E BEBIDAS LTDA; 41.343.889/0001-97;RUA CIDADE DE PORTO VELHO;10;;NOVO HORIZONTE;45400-000;GLP;28/04/2026;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;JABOATAO DOS GUARARAPES;HILDA V R DE LIMA - GAS; 07.107.641/0001-99;RUA DONA MARIA DE SOUZA;205;;PIEDADE;54400-260;GLP;29/04/2026;105;;R$ / 13 kg;BRANCA
S;RS;ALEGRETE;ZIRLEI C.B. DA SILVA; 43.776.575/0001-03;RUA COLOMBIA;275;;VERA CRUZ;97544-000;GLP;29/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0020-50;RUA PROFESSOR MARCIANO ARMOND;1559;;SAO FRANCISCO;69057-030;GLP;27/04/2026;125;;R$ / 13 kg;BRANCA
N;AM;MANAUS;EXPRESS PETROLEO LTDA; 84.537.349/0001-57;AVENIDA DESEMBARGADOR JOAO MACHADO;391;;ALVORADA  I;69043-000;GLP;27/04/2026;125;;R$ / 13 kg;BRANCA
S;SC;CACADOR;BOCO GAS LTDA; 44.037.806/0001-20;RUA SILVIO GIOPPO;361;;MARTELLO;89510-812;GLP;30/04/2026;130;;R$ / 13 kg;BRANCA
SE;RJ;ARARUAMA;ACLANYCA COMERCIO DE GAS LTDA; 11.243.173/0002-38;RUA TIBOR;S/N;LOTE  7                   QUADRA2                   SETOR 0745;SALINA BRANCA;28970-000;GLP;28/04/2026;92;;R$ / 13 kg;COPA ENERGIA
SE;MG;BOM DESPACHO;TUBARAO GAS E AGUA BOM DESPACHO LTDA; 43.578.917/0001-80;AVENIDA DOUTOR JUCA;58;;SAO GERALDO;35636-068;GLP;30/04/2026;100;;R$ / 13 kg;BRANCA
SE;MG;UBERLANDIA;GAS OLIVEIRA COMERCIAL LTDA; 44.097.457/0001-31;RUA PAULO DE FRONTIN;1111;LOJA  COMERCIO;ALTO UMUARAMA II (LOTEAMENTO);38405-210;GLP;01/05/2026;100;;R$ / 13 kg;BRANCA
SE;SP;ITAPECERICA DA SERRA;POTUVERA COMERCIO DE GAS LTDA; 41.355.134/0001-02;RUA MARIA DE BORBA OLIVEIRA;S/N;GALPAO03;POTUVERA;06882-180;GLP;30/04/2026;109,99;;R$ / 13 kg;LIQUIGÁS
S;PR;LONDRINA;ELITE COMERCIO DE GAS E AGUA LTDA; 41.567.162/0001-93;RUA LIRIOS-DOS-VALES;510;;PARQUE DAS INDUSTRIAS;86043-090;GLP;28/04/2026;120;;R$ / 13 kg;ULTRAGAZ
SE;ES;COLATINA;COLATINA GAS E AGUA LTDA; 42.432.212/0001-98;RODOVIA DO CAFE GETHER LOPES DE FARIAS;SN;;CARLOS GERMANO NAUMANN;29705-200;GLP;30/04/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;JUAZEIRO DO NORTE;BRANGAS CARIRI LTDA; 43.232.507/0001-83;AVENIDA PRESIDENTE CASTELO BRANCO;4920;QUADRAD L4A;BETOLANDIA;63036-230;GLP;29/04/2026;120;;R$ / 13 kg;BAHIANA
NE;RN;PARNAMIRIM;GILBERTO COSME DA SILVA; 42.282.141/0001-94;RUA BELA VISTA;2;;PASSAGEM DE AREIA;59145-430;GLP;01/05/2026;110;;R$ / 13 kg;MINASGAS
NE;CE;IGUATU;DENILDO NUNES DE SOUZA; 43.491.578/0001-09;RUA FRANCISCO BARTOLOMEU ALVES DE CARVALHO;64;;CAJUEIRO;63508-465;GLP;29/04/2026;120;;R$ / 13 kg;BAHIANA
SE;MG;CONTAGEM;FORTE GAS E COMERCIO DE BEBIDAS LTDA; 44.106.783/0001-68;RUA JOAIMA;62;;PEDRA AZUL;32183-200;GLP;29/04/2026;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;TAUBATE;GUSTAVO SHIGUERU COUTINHO YAMADA; 09.275.758/0001-07;AVENIDA JOAO RAMALHO (DISTRITO DO QUIRIRIM);619;;RESIDENCIAL NOVO HORIZONTE;12042-303;GLP;27/04/2026;104,99;;R$ / 13 kg;BRANCA
CO;MT;RONDONOPOLIS;MATO GROSSO DISTRIBUIDORA DE GAS LTDA; 05.131.759/0037-38;RUA OTAVIO PITALUGA;2399;QUADRA09                  LOTE  14                  SETOR 26                        ZONA FISCAL B;JARDIM GUANABARA;78710-175;GLP;30/04/2026;135;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;RIBEIRO GUERRA LTDA; 37.334.425/0001-47;RUA SALIM SAHAO;314;;ALTO DA BOA VISTA;86083-050;GLP;29/04/2026;120;;R$ / 13 kg;BRANCA
NE;BA;BARREIRAS;MV GAS E AGUA BANDEIRANTES LTDA; 18.194.188/0001-11;RUA HERMANTINO VIEIRA DE SOUZA;739;;BANDEIRANTES;47802-458;GLP;29/04/2026;135;;R$ / 13 kg;BRANCA
N;AC;RIO BRANCO;AJS DERIVADOS DE PETROLEO LTDA; 34.213.732/0001-81;RUA VALDOMIRO LOPES;793;;CONQUISTA;69918-764;GLP;29/04/2026;120;;R$ / 13 kg;FOGAS
NE;BA;SALVADOR;R QUEIROZ DIAS; 29.472.402/0001-70;ESTRADA DO CURRALINHO;71;;BOCA DO RIO;41710-750;GLP;30/04/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;VITORIA DE SANTO ANTAO;DISTRIBUIDORA VITORIA GAS LTDA; 41.798.321/0001-60;RUA QUEIROZ PEDROSO;100;;BELA VISTA;55608-470;GLP;29/04/2026;100;;R$ / 13 kg;MINASGAS
SE;RJ;SAO JOAO DE MERITI;SAO JOAO COMERCIO DE GAS LTDA; 42.131.717/0001-12;RUA HELOISA PACHECO DE LIMA;0;LOTE  01                  QUADRA22;JARDIM MERITI;25555-460;GLP;27/04/2026;95;;R$ / 13 kg;BRANCA
SE;SP;GUARULHOS;CASA DO GAS SP LTDA; 42.350.114/0001-01;AVENIDA JOSE RANGEL FILHO;4;;JARDIM PONTE ALTA I;07179-350;GLP;30/04/2026;109,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;MAUA;MIRELY GAS E AGUA MINERAL LTDA; 40.856.417/0001-75;AVENIDA BARAO DE MAUA;4362;;VILA SAO JOAO;09330-150;GLP;28/04/2026;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;CANOAS;ANA CARLA VIEIRA CASTRO; 43.539.484/0001-54;RUA A J RENNER;1967;;ESTANCIA VELHA;92030-010;GLP;27/04/2026;115;;R$ / 13 kg;ULTRAGAZ
SE;MG;JUIZ DE FORA;FORTES GAS BENFICA LTDA; 44.384.622/0001-36;RUA BENTO GONCALVES;419;;BENFICA;36090-380;GLP;27/04/2026;94,99;;R$ / 13 kg;BRANCA
S;PR;PONTA GROSSA;TAUNAY GAS E AGUA LTDA; 44.174.983/0001-58;AVENIDA VISCONDE DE TAUNAY;1430;;CENTRO;84051-000;GLP;30/04/2026;105;;R$ / 13 kg;BRANCA
NE;PE;OLINDA;R V DA SILVA JUNIOR COMERCIO VAREJISTA DE GAS EIRELI; 37.285.052/0001-61;RUA PREF MANUEL REGUEIRA;638;;BULTRINS;53320-160;GLP;29/04/2026;105;;R$ / 13 kg;BAHIANA
N;PA;SANTAREM;ULTRAGAZ + SANTAREM LTDA; 43.881.086/0001-11;AVENIDA DOUTOR ANISIO CHAVES;386;;JARDIM SANTAREM;68030-360;GLP;27/04/2026;100;;R$ / 13 kg;BAHIANA
